臺灣期貨交易所 群益金鼎證券
臺灣期貨交易所 日盛期貨
臺灣期貨交易所 臺灣證券交易所
華南永昌綜合證券 華南證券投資顧問
華南永昌綜合證券 華南期貨
華南永昌綜合證券 華南金融控股
慶展投資 鼎豪實業
慶展投資 慶磐建設
神旭資訊 和利投資
統有企業 南聯國際貿易
光華巴士 卡通
光華巴士 淡水汽車客運
光華巴士 台北航運
光華巴士 紅樹林廣告
光華巴士 金龍汽車製造
光華巴士 新北汽車客運
光華巴士 光華資產管理
禾迅投資 碩禾電子材料
禾迅投資 禾豐能源
禾迅投資 綠燿能源
禾迅投資 兆暘光電
禾迅投資 禾羽能源
禾迅投資 家禾能源
彰化汽車客運 彰客開發
彰化汽車客運 旭成車體
彰化汽車客運 臺灣智慧卡
彰化汽車客運 通用資訊
彰化汽車客運 旭大業
康舒科技 康舒通訊
康舒科技 金仁寶管理服務
昕亞企業 南聯國際貿易
巨佑自動化科技 永大機電工業
欣欣大眾巿場 榮僑投資
鼎陽投資 新東陽
鼎陽投資 昇陽建設企業
創新汽車零配件 國都汽車
旭泓全球光電 中美矽晶製品
旭泓全球光電 金點資產管理有限公司
恒耀精鑄 宏晟興精密工業
玩酷科技 遊戲橘子數位科技
嘉澤端子工業 金嶺投資
嘉澤端子工業 嘉明投資
東凱租賃 東森移動商務
福永企業 永威投資
福永企業 福享企業
福永企業 萬里產業
園城企業 南和興產
三門科技 所羅門
三門科技 達威光電
三門科技 悠遊卡投資控股
聯邦國際微電子 聯邦網通科技
草悟 台竣實業
水長流傳播 愛山林建設開發
吉帝能源設備 所羅門
順浩科技 鼎恩企業
順浩科技 儷耀科技
順浩科技 豪順電子
第一聯合工程 華榮電線電纜
商領投資 台中港倉儲裝卸
商領投資 國領投資
商領投資 崧領投資
誼澤 友華生技醫藥
光寶動力儲能科技 光寶科技
吉象 中部汽車
吉象 中都汽車百貨
吉象 智耀有限公司
吉象 富維康國際有限公司
吉象 吉集精品
裕鴻管理顧問 華鴻管理顧問
裕鴻管理顧問 建弘國際投資
大豐有線電視 逢運投資
大豐有線電視 大無畏投資
廣達電腦 賀毅科技
廣達電腦 麥實創業投資
廣達電腦 願景創業投資
廣達電腦 鼎天國際
廣達電腦 進達精密金屬
廣達電腦 廣達創業投資
廣達電腦 華威世紀創業投資
廣達電腦 普訊陸創業投資
廣達電腦 國際前瞻創業投資
廣達電腦 賽微科技
廣達電腦 龍承精密
廣達電腦 達啟投資
旺婕國際有限公司 星力
邦國投資有限公司 謙華科技
聯勤公關顧問 智邦投資
閎大投資 富致科技
閎大投資 大洋塑膠工業
亞太投資 台塑勝高科技
亞太投資 台朔汽車
亞太投資 臺灣化學纖維
亞太投資 泛亞科技
亞太投資 臺塑汽車貨運
亞太投資 南亞塑膠工業
亞太投資 臺灣塑膠工業
久洋營造工程 昕洋
訊息傳播 南和興產
鋐業投資 奇鋐科技
裕新汽車 桃智捷汽車
裕新汽車 裕璞企業
裕新汽車 凱興保險代理人
冠洋 冠軍建材
凱新食品 南聯國際貿易
正峯投資 數位通電訊科技
正峯投資 神準科技
正峯投資 神腦國際企業
正峯投資 全國電子
正峯投資 正剛投資
幸福旅行社 亞洲衛星電視
精英投資 鑽石生技投資
威盛電子 威信科電
威盛電子 立衛科技
威盛電子 威鋒電子
威盛電子 威睿電通
威盛電子 網擎資訊軟體
威盛電子 威恩科技
威盛電子 宏達國際電子
優派人力資源顧問 家邦投資
優派人力資源顧問 第一租賃
優派人力資源顧問 優等企業顧問有限公司
優派人力資源顧問 春林投資有限公司
和業投資 台灣利樂福利厚生
和業投資 松福投資
和業投資 松宏投資
和業投資 中信鯨育樂
和業投資 仲冠投資
竹企室內裝修工程 新竹建築經理
竹企室內裝修工程 新竹建經小客車租賃
中聯資本投資有限公司 寶島村開發投資
中聯資本投資有限公司 野柳渡假村
中聯資本投資有限公司 中逸資本投資
廣紘科技有限公司 崇太能源
四季室內裝修設計 天下工程
聚昌科技 漢民投資
聚昌科技 漢信投資
聚昌科技 維善投資
聚昌科技 宏德投資
卡通 新北汽車客運
旺旺建設 森森百貨
旺旺建設 旺旺友聯產物保險
聯景投資 聯上實業
萬利益 南和興產
台創事業 台灣英文雜誌社
三井工程 霖園公寓大廈管理維護
三井工程 萬達投資
三井工程 百星投資
三井工程 霖園投資
大青節能科技 瑞展投資
大青節能科技 茂達電子
大青節能科技 中盈投資開發
達宙科技 達利管理顧問
雲嘉國際 雲朗觀光
東富投資 東聯化學
東富投資 鼎慎投資
東富投資 宏遠興業
特力和樂 力秋
環世國際物流 長榮國際
南陽保險代理人 慶豐環宇
誠建室內裝修 誠品
億霖企業 大台南區天然氣
泰彰投資 純青實業
聯合木業 大統百貨企業
聯合木業 大立國際實業
瑞研材料科技 嘉彰
詠帝科技 友德投資
華鼎國際創業投資 美麗信酒店
大昌期貨 大昌證券
威望國際 弘茂投資
聯成化學科技 聯訊陸創業投資
聯成化學科技 聯訊創業投資
聯成化學科技 聯成創業投資
聯成化學科技 神達投資控股
聯成化學科技 偉成投資
聯成化學科技 利百代國際實業
聯成化學科技 義源投資
聯成化學科技 聯華實業
聯成化學科技 臺聯國際投資
丰揚電通 豐達科技
丰揚電通 神基科技
元大國際投資 聯達投資
元大國際投資 台北世界貿易中心國際貿易大樓
三加產業 三龍資產管理
金利投資 幸福水泥
金利投資 福東汽車貨運
金利投資 利得國際開發
金利投資 東潤水資源生技
金利投資 昌潤水資源生技
金利投資 德信證券投資信託
祐偉投資 大立紡織
祐偉投資 三五橡膠廠
岳昇有限公司 正崴精密工業
年代全球文化 年代投資有限公司
年代全球文化 翃聚傳播
翔耀國際投資 赫思締亞信息科技
晟富投資 嘉鴻遊艇
統宇投資 統一國際開發
統宇投資 偶動漫娛樂事業
統宇投資 程智科技
急食鮮調理食品有限公司 今口香調理食品有限公司
丞信電子 宏誠創業投資
丞信電子 公信電子
安捷企業 華榮電線電纜
大元建設 康和綜合證券
奇峰科技 菱生精密工業
聯安系統 昌榮資訊顧問
亞興水泥製品 南工實業
亞興水泥製品 聯方實業
亞興水泥製品 竹江實業
亞興水泥製品 亞東預拌混凝土
亞興水泥製品 亞洲投資
亞興水泥製品 和暉實業
富禾行銷 品冠行銷
祺龍工業 大亞電線電纜
瑞鴻 普鴻資訊
歐多賣電能科技 屏東汽車客運
歐多賣電能科技 悠活渡假事業
歐多賣電能科技 高達能源科技
僑英 昌潤水資源生技
僑英 世易水泥
歐普羅光電 歐普羅科技
歐普羅光電 日電貿
耀群有限公司 見發先進科技
定利企管顧問 聯安健康事業
力福工程 天籟實業
力福工程 昱福營造
麟勝科技有限公司 麟瑞科技
宏泰投資 福麟系統整合
宏泰投資 盈盈投資
漢民投資 漢民科技
漢民投資 麥實二號創業投資
流通管理顧問 益華
流通管理顧問 科園育樂事業
流通管理顧問 大悅國際
流通管理顧問 貝汝
泛太建築經理 二十一世紀不動產
安基生技製藥 瑞安大藥廠
安基生技製藥 佳暉投資
安基生技製藥 生控基因疫苗
順達建設 佑高投資
榮工實業 讚成投資
榮工實業 大增建設
水立方國際開發 崧億開發
水立方國際開發 愛山林建設開發
啟鈞新科技 彬台科技
華永投資有限公司 華瑋投資
廷崧 廷崧投資
廷崧 景達投資
廷崧 高青開發
廷崧 青峯投資
東盈投資 大眾電信
東盈投資 台灣新光保全
東盈投資 東田投資
東盈投資 儒盈實業
威竑國際投資 宏致電子
福盈國際 福竑
光隆證券 日盛國際租賃
樂法美食 萊爾富國際
網赫資訊科技 方正資訊
網赫資訊科技 中央投資
網赫資訊科技 欣光華
網赫資訊科技 吉呈科技
百浩投資開發 全台晶像
聯寶創業投資 建高開發
聯寶創業投資 仁寶電腦工業
聯寶創業投資 碩聯創業投資顧問
聯寶創業投資 銘威國際企業
聯寶創業投資 金寶電子工業
遠東資源開發 遠東新世紀
京宏科技 潤宏投資有限公司
京宏科技 旺宏電子
國光電力 台灣中油
國光電力 台灣汽電共生
義昌投資 國際前瞻創業投資
鮮洋食品 精彩饗宴
芳林貿易 真茂科技
國華海洋企業 中華開發工業銀行
國華海洋企業 中央投資
國華海洋企業 欣欣水泥企業
國華海洋企業 榮僑投資
力訊 艾訊
樂海盛世國際唱片經紀 數位點子多媒體
台新創業投資 台新金融控股
世貿資產服務有限公司 基泰建設
金東 申聯企業
金東 冠東國際企業
金東 益金企業
金東 毅彥企業
富春江國際 康寧生活事業
蕃茄開發投資 華新開發投資
蕃茄開發投資 統一企業
蕃茄開發投資 新揚投資
力祥半導體 力智電子
永安醫學 瑞盛醫學科技
源慶投資 食家安飲食文化
源慶投資 馥友投資
登信開發事業 九立投資
建成開發 臺灣富士模具
建成開發 凱亘
建成開發 都和企業
建成開發 大峰建設工程
建成開發 建怡實業
建成開發 第一產物保險
建成開發 易致
超統企業 會統企業
超統企業 南聯國際貿易
祐源 永祐實業
祐源 台灣創業投資
中華精測科技 中華投資
博思財經有限公司 明星藝能
博思財經有限公司 永擎顧問有限公司
超豐電子 力成科技
超豐電子 偉詮電子
超豐電子 啟盛投資
超豐電子 鴻威創業投資
理隆企業 利倫企業
理隆企業 利倫科技
理隆企業 貿怡企業
理隆企業 金河媒體購物
漢華創業投資 華新麗華
恭盟投資 碳能科技
恭盟投資 恭盟服飾材料
恭盟投資 明炫精密化學
洋華光電 台灣適而優
洋華光電 錸洋科技
崇網科技 精碟科技
和昭投資有限公司 東和鋼鐵企業
北城證券 堂城開發投資
志旭國際 臺灣富士模具
志旭國際 艾美麗國際
大勝化學工業 中日合成化學
大勝化學工業 和益化學工業
大勝化學工業 永勝能源
柏惠投資 崑鼎投資控股
泰詠投資 豐禾生技
台新保險經紀人 台新保險代理人
恆強投資 盛開投資
恆強投資 中信投資
北訊投資 義芳化學工業
德技 愛爾達科技
德技 德技科技
太平洋國際渡假村 昕洋
長榮國際機電 長榮國際
威倫電子 台灣華傑
春光出版 城邦文化事業
台北大眾捷運 捷邦管理顧問
台北大眾捷運 悠遊卡投資控股
永旺能源 永唐有限公司
永旺能源 永漢有限公司
永旺能源 永周有限公司
永旺能源 新日光能源科技
威尼斯國際事業 富源建設
威尼斯國際事業 竹塹投資興業
威尼斯國際事業 鴻宇投資
威尼斯國際事業 竹城開發
捷智商訊科技 騎士國際
捷智商訊科技 普訊陸創業投資
新譜光科技 凱昱投資
新譜光科技 新眾電腦
新譜光科技 台塑石化
金澄企管顧問 華新麗華
唐威科技 鈦昇科技
中華開發工業銀行 中華開發資產管理
中華開發工業銀行 宏芯科技
中華開發工業銀行 森霸電力
中華開發工業銀行 祥德科技
中華開發工業銀行 中瑞創業投資
中華開發工業銀行 中華開發全球資訊
中華開發工業銀行 旭德科技
中華開發工業銀行 華昇創業投資
中華開發工業銀行 中亞創業投資
中華開發工業銀行 群豐科技
中華開發工業銀行 能元科技
中華開發工業銀行 清河國際
中華開發工業銀行 中華開發金融控股
中華開發工業銀行 萬泰商業銀行
中華開發工業銀行 開發全球生技顧問
中華開發工業銀行 虹晶科技
中華開發工業銀行 東浦精密光電
中華開發工業銀行 新東亞微電子
中華開發工業銀行 同欣電子工業
中華開發工業銀行 佳世達科技
中華開發工業銀行 立弘生化科技
中華開發工業銀行 台翰精密科技
中華開發工業銀行 拓墣科技
中華開發工業銀行 東鼎液化瓦斯興業
中華開發工業銀行 中化合成生技
中華開發工業銀行 均豪精密工業
中華開發工業銀行 中華開發工銀科技顧問
中華開發工業銀行 中華開發創業投資
中華開發工業銀行 威寶電信
中華開發工業銀行 摩特動力工業
中華開發工業銀行 登峰創業投資
中華開發工業銀行 星元電力
中華開發工業銀行 邏輯電子
中華開發工業銀行 中華開發管理顧問
中華開發工業銀行 開發科技顧問
中華開發工業銀行 願景創業投資
中華開發工業銀行 開發文創價值創業投資
中華開發工業銀行 聯友光電
中華開發工業銀行 世華開發
中華開發工業銀行 星能電力
元大建設開發 醒財投資
元大建設開發 元景公寓大廈管理維護
元大建設開發 聯達投資
元大建設開發 元景營造
千磐投資 原仲
義記志美 忠孝實業
義記志美 普訊捌創業投資
永盈國際投資有限公司 羅盛富
永盈國際投資有限公司 藝典藏
星力 星能
台灣金聯資產管理 力寶
台灣金聯資產管理 第一金融控股
台灣金聯資產管理 陽光資產管理
台灣金聯資產管理 臺灣銀行
台灣金聯資產管理 台新國際商業銀行
台灣金聯資產管理 臺灣中小企業銀行
台灣金聯資產管理 力興資產管理
台灣金聯資產管理 彰化商業銀行
台灣金聯資產管理 兆豐國際商業銀行
台灣金聯資產管理 僑馥建築經理
巨城投資 西北實業
翔發投資 聯發科技
翔發投資 曜鵬科技
翔發投資 業程科技
翔發投資 滾雷科技
翔發投資 奕微科半導體科技
寶固實業 沅水企業
寶固實業 南華水泥
寶固實業 中聯資源
中華開發金融控股 臺灣銀行
中華開發金融控股 興文投資
中華開發金融控股 基捷投資
中華開發金融控股 國亨化學
中華開發金融控股 凱基證券
創祐生技 台灣創業投資
台灣電力 台灣汽電共生
台灣動能系統 立熠投資
新隆化學 泛亞聚酯工業
矽格 迅杰科技
矽格 晨和投資有限公司
生揚創業投資 裕景實業
生揚創業投資 兆豐國際商業銀行
鴻準精密工業 華準投資
鴻準精密工業 建漢科技
鴻準精密工業 鑫盛投資
鴻準精密工業 鴻揚創業投資
鴻準精密工業 財欣國際投資
鴻準精密工業 三創數位
佳霖科技 弘塑科技
安柏電機 安台國際投資
公誠建設 公誠投資
和隆交通有限公司 和車
豐穗家庭視訊 全球視訊系統
國碁電子 寶鑫國際投資
國碁電子 鴻揚創業投資
勝寶投資 瑞商實業
勝寶投資 南寶樹脂化學工廠
